String ID,Vietnamese Text,Pages,Kind,Locations,Reviewer Feedback
vi-169,Cuộc họp video hàng tháng,Services,text,div.grid.pillar > div.col-9.stack > ul > li,
vi-170,An toàn & Bảo vệ,Services,text,div.wrap > div.grid.pillar > div.col-3.pillar-label > h3,
vi-171,Học sinh có thể truy cập vào mạng lưới an toàn đáng tin cậy bất cứ khi nào họ cần,Services,text,div.grid.pillar > div.col-9.stack > p > strong,
vi-172,Hợp tác với Community Patrol để có sự hỗ trợ ưu tiên,Services,text,div.grid.pillar > div.col-9.stack > ul > li,
vi-173,Crestway Assist: Nút an toàn 24/7 trong ứng dụng kết nối sinh viên với người biết rõ tình hình của họ,Services,text,div.grid.pillar > div.col-9.stack > ul > li,
vi-174,"Kiểm tra chỗ ở trước khi dọn vào (an toàn phòng cháy, kiểm tra chủ nhà, tham quan khu phố)",Services,text,div.grid.pillar > div.col-9.stack > ul > li,
vi-175,Hướng dẫn định hướng thành phố trong tuần đầu và lên kế hoạch ứng phó khẩn cấp,Services,text,div.grid.pillar > div.col-9.stack > ul > li,
vi-176,Tư vấn với các dịch vụ khẩn cấp địa phương khi cần thiết,Services,text,div.grid.pillar > div.col-9.stack > ul > li,
vi-177,Học sinh học tập cùng nhau,Services,attribute:alt,section.section > div.wrap > div.frame > img@alt,
vi-178,Phương pháp tiếp cận của chúng tôi,Services,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-179,"Hướng dẫn giúp học sinh luôn trên đúng hướng, không phải hỗ trợ phản ứng.",Services,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#approach-title,
vi-180,"Tại Crestway Global, chúng tôi tập trung vào việc giúp học sinh luôn trên đúng hướng và phát triển vượt bậc trong suốt hành trình học tập của họ. Nhờ vào các buổi kiểm tra định kỳ, kế hoạch suy nghĩ kỹ lưỡng và giao tiếp liên tục, chúng tôi cung cấp cho học sinh cấu trúc cần thiết để họ có thể thích nghi với cuộc sống ở một quốc gia mới với sự tự tin. Những thách thức nhỏ được xử lý sớm, giúp học sinh tập trung vào học tập, sự phát triển cá nhân và thành công.",Services,text,section.section.bg-sand > div.wrap > div.section-head.stack > p,
vi-181,Kiểm tra có cấu trúc,Services,text,div.wrap > div.grid > div.col-4.stack > h3,
vi-182,"Các điểm liên lạc định kỳ đảm bảo liên lạc liên tục, không chỉ phản ứng trong khủng hoảng.",Services,text,div.wrap > div.grid > div.col-4.stack > p,
vi-183,Cố vấn được phân công,Services,text,div.wrap > div.grid > div.col-4.stack > h3,
vi-184,Mỗi học sinh làm việc với một cố vấn nhất định biết rõ tình hình của họ.,Services,text,div.wrap > div.grid > div.col-4.stack > p,
vi-185,Giao tiếp được ghi lại,Services,text,div.wrap > div.grid > div.col-4.stack > h3,
vi-186,Tất cả các tương tác được ghi lại để đảm bảo tính liên tục và minh bạch cho gia đình.,Services,text,div.wrap > div.grid > div.col-4.stack > p,
vi-187,Chi phí,Services,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-188,Được cá nhân hóa theo nhu cầu của học sinh,Services,text,section.section > div.wrap > div.section-head.stack > h2#packages-title,
vi-189,"Các chương trình được cá nhân hóa dựa trên độ tuổi, trường học, tình hình chỗ ở và nhu cầu hỗ trợ. Chi phí sẽ được cung cấp sau khi có buổi tư vấn và đánh giá nhu cầu của gia đình.",Services,text,section.section > div.wrap > div.section-head.stack > p,
vi-190,Cách tính chi phí,Services,text,div.wrap > div.grid > div.col-8.stack > h3,
vi-191,"Mỗi hoàn cảnh của gia đình đều khác nhau. Trong buổi tư vấn, chúng tôi đánh giá nhu cầu cụ thể của học sinh và đề xuất cấp độ hỗ trợ phù hợp. Chi phí minh bạch sẽ được cung cấp dựa trên các dịch vụ cần thiết.",Services,text,div.wrap > div.grid > div.col-8.stack > p,
vi-192,Tư vấn ban đầu không mất phí,Services,text,div.grid > div.col-8.stack > ul > li,
vi-193,Chương trình cá nhân hóa dựa trên đánh giá,Services,text,div.grid > div.col-8.stack > ul > li,
vi-194,"Chi phí rõ ràng, minh bạch trước khi tham gia",Services,text,div.grid > div.col-8.stack > ul > li,
vi-195,Không có phí ẩn hay hóa đơn bất ngờ,Services,text,div.grid > div.col-8.stack > ul > li,
vi-196,Đăng ký tư vấn,Services,text,div.wrap > div.grid > div.col-4.cta-actions > a.btn.primary,
vi-197,Chăm sóc và hỗ trợ học sinh quốc tế tại Canada.,Book; Services,text,div.wrap > div.footer-top > div > p,
vi-198,Quản trị & Bảo vệ | Crestway Global,Governance,text,head > title,
vi-199,Thành công toàn diện cho học sinh,Governance,text,div.wrap.header-inner > a.brand > div > span.brand-sub,
vi-200,Tính trách nhiệm được xây dựng vào từng quy trình.,Governance,text,main > section.page-hero > div.wrap.stack > h1#page-hero-title,
vi-201,"Tiêu chuẩn chuyên nghiệp, quy trình được ghi chép và giám sát minh bạch cho gia đình và các cơ sở đối tác.",Governance,text,main > section.page-hero > div.wrap.stack > p.page-hero-lede,
vi-202,Bảo vệ,Governance,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-203,Các quy trình bảo vệ học sinh,Governance,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#safeguarding-title,
vi-204,Học sinh đang học tập cùng nhau trong thư viện đại học,Governance,attribute:alt,section.section.bg-sand > div.wrap > div.frame > img@alt,
vi-205,Nhân viên đã được kiểm tra,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-206,Kiểm tra hồ sơ và sàng lọc khu vực dễ tổn thương tuân thủ quy định địa phương.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-207,Kiểm tra nhiều giai đoạn bao gồm lịch sử làm việc và xác minh thư giới thiệu.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-208,Đánh giá hiệu suất liên tục và kiểm tra tuân thủ,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-209,Tuân thủ hoạt động,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-210,Tất cả các tương tác đều được tập trung trong hệ thống tài liệu an toàn và có thể kiểm toán của chúng tôi.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-211,Tuân thủ nghiêm ngặt các giới hạn đạo đức và Mã đạo đức nội bộ.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-212,Các yêu cầu được ưu tiên và xử lý dựa trên mức độ khẩn cấp và quy trình rủi ro.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-213,Quy trình quản lý khủng hoảng,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-214,Đường dẫn được thiết lập để thông báo ngay lập tức cho gia đình và cơ sở.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-215,"Định nghĩa sự phối hợp với an ninh trường, y tế và dịch vụ khẩn cấp.",Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-216,Đồng bộ hoạt động với các quy trình bảo vệ của trường đại học và hướng dẫn của cơ quan địa phương.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-217,Bảo mật & Dữ liệu,Governance,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-218,Xử lý thông tin và quyền của gia đình,Governance,text,section.section > div.wrap > div.section-head.stack > h2#privacy-title,
vi-219,Một cố vấn gặp riêng một học sinh,Governance,attribute:alt,section.section > div.wrap > div.frame > img@alt,
vi-220,Bảo mật và bảo vệ dữ liệu,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-221,"Truy cập hạn chế, thông tin chỉ được giới hạn cho nhân viên được ủy quyền.",Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-222,Tuân thủ luật bảo mật thông tin Canada (PIPEDA),Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-223,Lưu trữ được mã hóa cho tất cả thông tin học sinh và gia đình,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-224,Báo cáo và giao tiếp với gia đình,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-225,Cập nhật lịch trình liên quan đến phúc lợi sinh viên và các mốc quan trọng.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-226,Chính sách chia sẻ thông tin minh bạch theo sự đồng ý của gia đình.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-227,Liên lạc trực tiếp với cố vấn để giải đáp thắc mắc và lo ngại.,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-228,Chia sẻ với bên thứ ba,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-229,Thông tin chỉ được chia sẻ với các trường đại học khi cần thiết,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-230,Nhà cung cấp dịch vụ y tế được liên lạc với sự đồng ý của sinh viên/gia đình,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-231,Không bán hoặc chia sẻ dữ liệu cho mục đích thương mại,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-232,Bảo hiểm và Trách nhiệm,Governance,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-233,Phạm vi bảo hiểm và trách nhiệm chuyên nghiệp,Governance,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#insurance-title,
vi-234,Trách nhiệm chuyên nghiệp,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-235,Bảo hiểm sai sót và bỏ sót toàn diện,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-236,Bảo hiểm cho các dịch vụ tư vấn và phối hợp,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-237,Phạm vi giới hạn dịch vụ được ghi rõ,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-238,Tiêu chuẩn ghi chép,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-239,Tất cả các sự việc được ghi lại với hồ sơ chi tiết,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-240,Đánh giá định kỳ hồ sơ để đảm bảo chất lượng,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-241,Báo cáo minh bạch cho gia đình và các cơ sở giáo dục,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-242,Phạm vi bảo hiểm cho sinh viên,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-243,Sinh viên phải duy trì bảo hiểm sức khỏe,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-244,Hướng dẫn về việc đăng ký bảo hiểm y tế tại Canada,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-245,Phối hợp với các nhà cung cấp bảo hiểm để xử lý yêu cầu,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-246,Tuân thủ quy định,Governance,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-247,Hoạt động trong khuôn khổ pháp lý Canada,Governance,text,section.section > div.wrap > div.section-head.stack > h2#compliance-title,
vi-248,Đăng ký kinh doanh tại Ontario,Governance,text,div.wrap > div.grid > div.col-3.gov-card > h4,
vi-249,Công ty được đăng ký hợp pháp hoạt động tuân thủ các quy định kinh doanh tại Ontario.,Governance,text,div.wrap > div.grid > div.col-3.gov-card > p,
vi-250,Hỗ trợ nhập cư,Governance,text,div.wrap > div.grid > div.col-3.gov-card > h4,
vi-251,"Cung cấp hướng dẫn hành chính rõ ràng và nhắc nhở tình trạng, nhưng chúng tôi không cung cấp tư vấn pháp lý hoặc nhập cư. Đối với các vấn đề phức tạp liên quan đến giấy phép hoặc thị thực, chúng tôi duy trì các con đường giới thiệu đã thiết lập đến các chuyên gia được quản lý và luật sư.",Governance,text,div.wrap > div.grid > div.col-3.gov-card > p,
vi-252,Tiêu chuẩn nhà ở,Governance,text,div.wrap > div.grid > div.col-3.gov-card > h4,
vi-253,Kiểm tra nhà ở được thực hiện theo quy định của Luật Thuê Nhà ở Ontario và các quy định địa phương.,Governance,text,div.wrap > div.grid > div.col-3.gov-card > p,
vi-254,Phối hợp y tế,Governance,text,div.wrap > div.grid > div.col-3.gov-card > h4,
vi-255,Tất cả hướng dẫn liên quan đến sức khỏe đều hoạt động trong khuôn khổ quy định của hệ thống y tế Ontario và yêu cầu bảo mật.,Governance,text,div.wrap > div.grid > div.col-3.gov-card > p,
vi-256,Báo cáo và Minh bạch,Governance,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-257,Chúng tôi duy trì trách nhiệm như thế nào,Governance,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#reporting-title,
vi-258,Ghi chép sự việc,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-259,Tất cả các sự việc quan trọng được ghi lại trong khuôn khổ khung báo cáo có cấu trúc,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-260,Tiêu chuẩn giao tiếp được chuẩn hóa cho các liên lạc gia đình được ủy quyền,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-261,Phân tích nguyên nhân gốc rễ để cải thiện quy trình và hoạt động,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-262,Phản hồi từ gia đình,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-263,Khảo sát định kỳ để đánh giá và cải thiện việc cung cấp dịch vụ,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-264,"Phản hồi, lo ngại hoặc đề xuất sẽ được xác nhận và xử lý nhanh chóng",Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-265,Đánh giá định kỳ để đảm bảo tiêu chuẩn chăm sóc chuyên nghiệp được duy trì liên tục,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-266,Hợp tác với các trường đại học,Governance,text,div.wrap > div.grid > div.col-4.gov-card > h3,
vi-267,Giám sát hợp tác và định kỳ với các cơ sở giáo dục để đảm bảo sức khỏe tinh thần của sinh viên,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-268,Chia sẻ dữ liệu rõ ràng nhưng tôn trọng ranh giới của các cơ sở giáo dục,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-269,Tuân thủ nghiêm ngặt các quy định và quy trình của trường đại học,Governance,text,div.grid > div.col-4.gov-card > ul > li,
vi-270,Chăm sóc và hỗ trợ sinh viên quốc tế tại Canada,Governance,text,div.wrap > div.footer-top > div > p,
vi-271,Sự khác biệt của Crestway Global | Crestway Global,Difference,text,head > title,
vi-272,Thực đơn,Difference,text,header.site-header > div.wrap.header-inner > button.menu-toggle,
vi-273,Giám hộ với sự giám sát có cấu trúc.,Difference,text,main > section.page-hero > div.wrap.stack > h1#page-hero-title,
vi-274,Hầu hết dịch vụ giám hộ chỉ xử lý giấy tờ và rất ít điều khác. Chúng tôi cung cấp sự hỗ trợ liên tục và được ghi chép rõ ràng.,Difference,text,main > section.page-hero > div.wrap.stack > p.page-hero-lede,
vi-275,Tiêu chuẩn của chúng tôi,Difference,text,section.section > div.wrap > div.section-head.stack > p.eyebrow,
vi-276,Sự khác biệt của Crestway Global,Difference,text,section.section > div.wrap > div.section-head.stack > h2#comparison-title,
vi-277,Điều Crestway Global mang lại,Difference,text,section.section > div.wrap > div.stack > h3,
vi-278,Hỗ trợ khẩn cấp 24/7,Difference,text,div.wrap > div.stack > ul > li,
vi-279,Kiểm tra định kỳ với chuyên viên tư vấn riêng,Difference,text,div.wrap > div.stack > ul > li,
vi-280,"Tìm nhà ở, kiểm tra và hỗ trợ di chuyển vào nhà",Difference,text,div.wrap > div.stack > ul > li,
vi-281,Cập nhật định kỳ cho phụ huynh với thông tin học thuật và sức khỏe,Difference,text,div.wrap > div.stack > ul > li,
vi-282,Hỗ trợ cá nhân hóa dựa trên nhu cầu của từng sinh viên,Difference,text,div.wrap > div.stack > ul > li,
vi-283,Một chuyên viên của Crestway Global gặp gỡ sinh viên trong một quán cà phê,Difference,attribute:alt,section.section > div.wrap > div.frame > img@alt,
vi-284,Điều khiến Crestway Global khác biệt không phải là một điều gì đó. Đó là cách mọi thứ kết nối với nhau.,Difference,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#pillars-title,
vi-285,"Con người thật, bối cảnh thật",Difference,text,div.wrap > div.grid > article.col-4.stack > h3,
vi-286,"Chúng tôi đến tận nơi. Chúng tôi kiểm tra nhà ở trước khi ký hợp đồng thuê. Chúng tôi biết phòng khám nào chấp nhận bảo hiểm quốc tế và tuyến xe buýt nào nhanh nhất để đến trường. Điều này không phải là hỗ trợ từ xa, mà là kiến thức địa phương áp dụng cho cuộc sống hàng ngày của sinh viên của bạn.",Difference,text,div.wrap > div.grid > article.col-4.stack > p,
vi-287,"Tích cực, không phản ứng",Difference,text,div.wrap > div.grid > article.col-4.stack > h3,
vi-288,"Liên lạc định kỳ giúp phát hiện vấn đề sớm. Chúng tôi không chờ đợi cho đến khi xảy ra khủng hoảng. Nếu sinh viên có vẻ rút lui, nếu điểm số giảm sút, nếu có vấn đề về nhà ở đang hình thành, chúng tôi sẽ gọi cho gia đình trước. Phòng ngừa luôn tốt hơn là kiểm soát hậu quả.",Difference,text,div.wrap > div.grid > article.col-4.stack > p,
vi-289,Hỗ trợ mà không theo dõi,Difference,text,div.wrap > div.grid > article.col-4.stack > h3,
vi-290,"Sinh viên giữ được sự độc lập của họ. Chúng tôi không theo dõi từng bước của họ. Nhưng khi cuộc sống trở nên phức tạp, giấy tờ khó hiểu, vấn đề y tế, khẩn cấp nhà ở, họ có người để gọi và người đó đã hiểu rõ tình huống.",Difference,text,div.wrap > div.grid > article.col-4.stack > p,
vi-291,Đảm bảo cho phụ huynh,Difference,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-292,"Được xây dựng cho các gia đình muốn sự minh bạch, không chỉ là lời hứa.",Difference,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#assurance-title,
vi-293,"Từ lúc bạn bắt đầu hợp tác với Crestway Global, chúng tôi tạo ra mối quan hệ có cấu trúc giữ cho bạn được thông báo và tham gia.",Difference,text,section.section.bg-sand > div.wrap > div.section-head.stack > p,
vi-294,Cuộc gọi hướng dẫn gia đình,Difference,text,div.wrap > div.grid > div.col-3.stack > h3,
vi-295,"Trước khi sinh viên của bạn đến, chúng tôi cùng nhau đi qua các kỳ vọng, sở thích giao tiếp và quy trình khẩn cấp.",Difference,text,div.wrap > div.grid > div.col-3.stack > p,
vi-296,Đội ngũ tư vấn chuyên trách,Difference,text,div.wrap > div.grid > div.col-3.stack > h3,
vi-297,"Một đội ngũ tư vấn có kinh nghiệm biết rõ câu chuyện của từng sinh viên, hành trình điều chỉnh của họ và tiến triển học thuật và cá nhân của họ.",Difference,text,div.wrap > div.grid > div.col-3.stack > p,
vi-298,Cập nhật trước khi đến hàng tuần,Difference,text,div.wrap > div.grid > div.col-3.stack > h3,
vi-299,"Trong những tuần trước khi rời đi, chúng tôi cập nhật cho các gia đình về tình trạng nhà ở, sự sẵn sàng của tài liệu và kế hoạch định hướng.",Difference,text,div.wrap > div.grid > div.col-3.stack > p,
vi-300,Bảng điều khiển cho phụ huynh,Difference,text,div.wrap > div.grid > div.col-3.stack > h3,
vi-301,"Một cái nhìn rõ ràng về thời gian hỗ trợ của học sinh, các cuộc kiểm tra sắp tới và các mốc quan trọng.",Difference,text,div.wrap > div.grid > div.col-3.stack > p,
vi-302,Hãy tự mình trải nghiệm sự khác biệt.,Difference,text,div.wrap > div.grid > div.col-8 > h2#diff-cta-title,
vi-303,Bắt đầu ứng tuyển hoặc nói chuyện với đội ngũ của chúng tôi về cách hỗ trợ của Crestway Global hoạt động trong thực tế.,Difference,text,div.wrap > div.grid > div.col-8 > p,
vi-304,Đặt lịch cuộc gọi,Difference; Partnerships,text,div.wrap > div.grid > div.col-4.cta-actions > a.btn.ghost,
vi-305,Phòng hộ và hỗ trợ học sinh quốc tế tại Canada.,Difference,text,div.wrap > div.footer-top > div > p,
vi-306,Hợp tác | Crestway Global,Partnerships,text,head > title,
vi-307,Xây dựng các mối quan hệ toàn cầu để hỗ trợ sinh viên quốc tế,Partnerships,text,main > section.page-hero > div.wrap.stack > h1#page-hero-title,
vi-308,"Crestway Global hợp tác với các cơ sở giáo dục, đại lý tuyển sinh và doanh nghiệp trên toàn thế giới để tạo ra sự hỗ trợ, cơ hội và phát triển thuận lợi cho sinh viên.",Partnerships,text,main > section.page-hero > div.wrap.stack > p.page-hero-lede,
vi-309,Đối với các cơ sở giáo dục và trường đại học,Partnerships,text,div.wrap > div.grid > div.col-4.stack > p.eyebrow,
vi-310,Đóng cầu nối giữa việc nhập học và sự định cư thành công.,Partnerships,text,div.wrap > div.grid > div.col-4.stack > h2#institutions-title,
vi-311,Crestway Global không tuyển sinh và không can thiệp vào việc ra quyết định học thuật. Chúng tôi tồn tại để giúp các sinh viên quốc tế của bạn thành công hơn sau khi họ đến nơi.,Partnerships,text,div.wrap > div.grid > div.col-4.stack > p,
vi-312,Ít hơn các sự cố phi học thuật,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-313,"Các vấn đề về chỗ ở, tình huống y tế khẩn cấp và nỗi nhớ nhà hiếm khi đến văn phòng quốc tế của bạn. Chúng tôi xử lý chúng trước khi chúng trở thành vấn đề của bạn.",Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-314,"Sinh viên được bảo vệ, phụ huynh được an ủi",Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-315,Gia đình cảm thấy tự tin rằng con cái họ có sự hỗ trợ địa phương. Sự tự tin đó chuyển đổi thành ít hơn các cuộc gọi lo lắng đến đội ngũ tuyển sinh của bạn.,Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-316,Giảm khối lượng công việc hành chính,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-317,"Đội tuyển sinh, văn phòng quốc tế và giảng viên của bạn có thể tập trung vào học thuật trong khi chúng tôi xử lý logistics định cư và hỗ trợ sinh viên hàng ngày.",Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-318,Tư vấn viên làm việc với sinh viên quốc tế,Partnerships,attribute:alt,section.section > div.wrap > div.frame > img@alt,
vi-319,Đối với các đại lý tuyển sinh,Partnerships,text,div.wrap > div.grid > div.col-4.stack > p.eyebrow,
vi-320,Đối tác đáng tin cậy của bạn tại Canada trong hỗ trợ sau khi nhập học.,Partnerships,text,div.wrap > div.grid > div.col-4.stack > h2#agents-title,
vi-321,"Chúng tôi bổ trợ, chứ không thay thế vai trò tuyển sinh cốt lõi của bạn. Khi các gia đình nhớ đến ai đã giúp con cái họ thành công tại Canada, tên của bạn sẽ được nhắc đến.",Partnerships,text,div.wrap > div.grid > div.col-4.stack > p,
vi-322,Các sinh viên chuyển đổi thành công,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-323,Các bạn được đặt chỗ không chỉ đến mà còn phát triển. Các sinh viên cảm thấy được hỗ trợ sẽ tiếp tục học và giới thiệu bạn cho người khác.,Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-324,Sự tin tưởng của phụ huynh mạnh mẽ hơn,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-325,"Khi bạn giới thiệu Crestway Global cùng với việc đặt chỗ, phụ huynh sẽ xem bạn là người quan tâm đến kết quả, chứ không chỉ là hoa hồng.",Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-326,Ít hơn các khiếu nại sau khi đến nơi,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-327,Không còn các cuộc gọi lúc 3 giờ sáng về các thảm họa chỗ ở hay tình huống y tế. Các sự cố khẩn cấp được xử lý địa phương và bạn sẽ được cập nhật mà không bị quá tải.,Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-328,Tỷ lệ giữ chân và sự hài lòng cao hơn,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-329,Các sinh viên được hỗ trợ hoàn thành chương trình học. Các gia đình hài lòng sẽ gửi em họ và chú dì. Mạng lưới giới thiệu của bạn sẽ phát triển.,Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-330,Đối với các doanh nghiệp và tổ chức,Partnerships,text,div.wrap > div.grid > div.col-4.stack > p.eyebrow,
vi-331,Truy cập nguồn nhân lực sinh viên toàn cầu đầy nhiệt huyết.,Partnerships,text,div.wrap > div.grid > div.col-4.stack > h2#businesses-title,
vi-332,"Crestway Global hợp tác với các doanh nghiệp địa phương và toàn cầu để cung cấp các chương trình thực tập, tình nguyện và học tập trải nghiệm cho sinh viên quốc tế.",Partnerships,text,div.wrap > div.grid > div.col-4.stack > p,
vi-333,Đường ống nhân lực toàn cầu,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-334,"Kết nối với sinh viên quốc tế đầy nhiệt huyết mang đến nhiều góc nhìn đa dạng, kỹ năng đa ngôn ngữ và năng lượng tươi mới cho đội ngũ của bạn.",Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-335,Tương tác thương hiệu tích cực,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-336,Liên kết tổ chức của bạn với giáo dục quốc tế và phát triển văn hóa chéo. Sinh viên nhớ những công ty đã mang lại cho họ cơ hội đầu tiên tại Canada.,Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-337,Hợp tác đối tác Canada đáng tin cậy,Partnerships,text,div.grid > div.col-8.stack > div.stack > h3,
vi-338,"Hợp tác với một dịch vụ hỗ trợ đã được thiết lập, kiểm tra sinh viên và đảm bảo họ được chuẩn bị, đáng tin cậy và sẵn sàng đóng góp.",Partnerships,text,div.grid > div.col-8.stack > div.stack > p,
vi-339,Tại sao chọn Crestway Global,Partnerships,text,section.section.bg-sand > div.wrap > div.section-head.stack > p.eyebrow,
vi-340,Đối tác mà sinh viên của bạn xứng đáng có.,Partnerships,text,section.section.bg-sand > div.wrap > div.section-head.stack > h2#why-title,
vi-341,Các sinh viên trong một cuộc thảo luận hợp tác,Partnerships,attribute:alt,section.section.bg-sand > div.wrap > div.frame > img@alt,
vi-342,Chuyên môn đáng tin cậy,Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > h3,
vi-343,"Đội ngũ có kinh nghiệm cao, mang lại kiến thức sâu rộng và kinh nghiệm thực tế trong nhiều vai trò khác nhau trong lĩnh vực giáo dục quốc tế.",Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > p,
vi-344,Phương pháp tiếp cận lấy sinh viên làm trung tâm,Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > h3,
vi-345,"Chúng tôi ưu tiên an toàn, sức khỏe và thành công của sinh viên. Khi sinh viên phát triển, tất cả mọi người đều chiến thắng.",Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > p,
vi-346,Hỗ trợ toàn diện,Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > h3,
vi-347,"Bảo vệ, hỗ trợ học thuật, chỗ ở, sức khỏe, quản lý khủng hoảng và nhiều hơn nữa – tất cả được phối hợp thông qua một đối tác đáng tin cậy duy nhất.",Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > p,
vi-348,Hợp tác mượt mà,Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > h3,
vi-349,"Quy trình minh bạch, báo cáo có cấu trúc rõ ràng và giải pháp tập trung vào hợp tác. Bạn luôn biết được tình hình sinh viên được giới thiệu của bạn như thế nào.",Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > p,
vi-350,Góc nhìn toàn cầu,Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > h3,
vi-351,"Chúng tôi kết nối các cơ sở giáo dục, đại lý và sinh viên trên toàn thế giới. Đội ngũ của chúng tôi hiểu cả hệ thống Canada và văn hóa mà sinh viên của chúng tôi đến từ.",Partnerships,text,div.wrap > div.grid > div.col-6.gov-card > p,
